13/11/2021 19:11:50.999;13/11/2021 19:11:51.099;13/11/2021 19:11:51.199;13/11/2021 19:11:51.299;13/11/2021 19:11:51.399;13/11/2021 19:11:51.499;13/11/2021 19:11:51.599;13/11/2021 19:11:51.699;13/11/2021 19:11:51.799;13/11/2021 19:11:51.899;13/11/2021 19:11:51.999;13/11/2021 19:11:52.099;13/11/2021 19:11:52.199;13/11/2021 19:11:52.299;13/11/2021 19:11:52.399;13/11/2021 19:11:52.499;13/11/2021 19:11:52.599;13/11/2021 19:11:52.699;13/11/2021 19:11:52.799;13/11/2021 19:11:52.899;13/11/2021 19:11:52.999;13/11/2021 19:11:53.099;13/11/2021 19:11:53.199;13/11/2021 19:11:53.299;13/11/2021 19:11:53.399;13/11/2021 19:11:53.499;13/11/2021 19:11:53.599;13/11/2021 19:11:53.699;13/11/2021 19:11:53.799;13/11/2021 19:11:53.899;13/11/2021 19:11:53.999;13/11/2021 19:11:54.099;13/11/2021 19:11:54.199;13/11/2021 19:11:54.299;13/11/2021 19:11:54.399;13/11/2021 19:11:54.499;13/11/2021 19:11:54.599;13/11/2021 19:11:54.699;13/11/2021 19:11:54.799;13/11/2021 19:11:54.899;13/11/2021 19:11:54.999;13/11/2021 19:11:55.099;13/11/2021 19:11:55.199;13/11/2021 19:11:55.299;13/11/2021 19:11:55.399;13/11/2021 19:11:55.499;13/11/2021 19:11:55.599;13/11/2021 19:11:55.699;13/11/2021 19:11:55.799;13/11/2021 19:11:55.899
44.928174;44.921792;44.926195;44.913531;44.922237;44.917043;44.920852;44.927234;44.912442;44.924909;44.921050;44.921000;44.916152;44.920803;44.921248;44.921248;44.921940;44.916697;44.920357;44.920506;44.918873;44.914718;44.918675;44.926294;44.913481;44.916103;44.919071;44.922781;44.932181;44.919319;44.916350;44.922732;44.914817;44.925304;44.922831;44.921495;44.925997;44.923721;44.916746;44.919121;44.920506;44.926739;44.922583;44.915559;44.921099;44.913679;44.922386;44.920951;44.919022;44.928421
45.623121;45.619015;45.623665;45.609863;45.617679;45.614167;45.618916;45.623467;45.608972;45.622923;45.619559;45.618718;45.614117;45.616986;45.618372;45.613919;45.617085;45.611743;45.615255;45.614562;45.613375;45.612732;45.611100;45.621834;45.610506;45.611594;45.615057;45.616986;45.626386;45.613870;45.610407;45.615502;45.608329;45.620796;45.614859;45.616838;45.622478;45.617531;45.611199;45.615057;45.614117;45.620301;45.615898;45.611594;45.616888;45.607538;45.615502;45.613326;45.614315;45.626732
46.321333;46.318315;46.320888;46.309361;46.315545;46.312775;46.318612;46.321184;46.306987;46.321234;46.317128;46.315446;46.311637;46.314803;46.318216;46.312230;46.313517;46.312577;46.313665;46.318859;46.311983;46.313220;46.310994;46.319305;46.309312;46.308718;46.314704;46.316683;46.325835;46.313022;46.311241;46.314753;46.305997;46.319354;46.313071;46.318266;46.324697;46.316287;46.310895;46.314605;46.312082;46.319651;46.315495;46.312428;46.317474;46.306096;46.313616;46.311241;46.314654;46.327220
47.018457;47.015983;47.019842;47.008068;47.014153;47.014054;47.018654;47.019990;47.006881;47.020980;47.016082;47.012421;47.009107;47.012075;47.015934;47.011036;47.012471;47.010344;47.012174;47.018011;47.009404;47.014647;47.010789;47.018902;47.009503;47.007573;47.012669;47.014796;47.020732;47.011185;47.007375;47.012817;47.006089;47.018605;47.011036;47.019495;47.022958;47.014548;47.007722;47.015538;47.010789;47.019347;47.015291;47.011927;47.017368;47.005397;47.013064;47.009354;47.013559;47.027213
47.706280;47.705588;47.708704;47.696535;47.701976;47.704153;47.709248;47.708754;47.698365;47.711326;47.705934;47.700344;47.700443;47.702421;47.708259;47.703164;47.702916;47.703015;47.701432;47.712365;47.700740;47.707814;47.701383;47.710980;47.701976;47.700344;47.704845;47.707269;47.711722;47.703955;47.701877;47.703312;47.700096;47.711375;47.704301;47.712266;47.716174;47.706725;47.700492;47.709644;47.704845;47.710831;47.706973;47.704499;47.710584;47.699008;47.704351;47.703312;47.708308;47.722852
48.387277;48.386189;48.389157;48.378224;48.383913;48.385100;48.390888;48.389453;48.379114;48.391976;48.387128;48.378521;48.381093;48.382676;48.386782;48.382627;48.383171;48.383319;48.381390;48.393312;48.381786;48.391234;48.384061;48.390839;48.383121;48.380153;48.383121;48.386881;48.390146;48.384457;48.383962;48.382825;48.379906;48.389948;48.384902;48.395044;48.397072;48.388415;48.381786;48.391877;48.386485;48.391729;48.390492;48.385793;48.392966;48.383121;48.387772;48.383814;48.390839;48.403503
49.071736;49.072182;49.073517;49.065305;49.069362;49.072281;49.077228;49.075743;49.067235;49.078910;49.073666;49.062288;49.067235;49.069906;49.076288;49.067037;49.071341;49.070994;49.069312;49.078712;49.066344;49.078563;49.071687;49.075150;49.069263;49.066592;49.067235;49.071539;49.072182;49.068471;49.069213;49.067630;49.068669;49.074952;49.072281;49.078761;49.080542;49.071093;49.065058;49.077673;49.073567;49.073913;49.075199;49.068125;49.077030;49.070599;49.072973;49.069461;49.077425;49.089051
49.761390;49.761440;49.761143;49.753376;49.758670;49.760599;49.767574;49.762874;49.756889;49.766733;49.762578;49.748924;49.755800;49.758670;49.763072;49.756938;49.759758;49.759115;49.759164;49.769157;49.756443;49.769256;49.761291;49.764853;49.759313;49.758422;49.757185;49.759461;49.760351;49.757680;49.760203;49.757136;49.758571;49.764111;49.763221;49.769207;49.768613;49.761638;49.755998;49.766535;49.761836;49.761291;49.765793;49.756889;49.765002;49.761440;49.760846;49.759560;49.765793;49.773956
50.448818;50.449758;50.450154;50.444663;50.449709;50.451440;50.456387;50.452627;50.446394;50.457277;50.452380;50.438083;50.446938;50.449610;50.453419;50.447680;50.451935;50.451094;50.447433;50.458613;50.445652;50.457822;50.451984;50.453419;50.447977;50.448719;50.443574;50.447285;50.443179;50.447779;50.449313;50.443327;50.447037;50.450797;50.451094;50.456981;50.456585;50.450302;50.445850;50.453419;50.453518;50.451391;50.456189;50.445553;50.453963;50.454507;50.452133;50.449956;50.456436;50.461680
51.128232;51.128727;51.127440;51.123977;51.128034;51.129666;51.134613;51.130854;51.125462;51.135900;51.131497;51.117893;51.125758;51.129370;51.133822;51.128924;51.135553;51.130557;51.130359;51.138225;51.128281;51.139264;51.135059;51.133327;51.130755;51.132437;51.124621;51.128727;51.124373;51.129469;51.131200;51.124917;51.130260;51.131645;51.135207;51.139412;51.137878;51.132041;51.129716;51.137532;51.136493;51.133129;51.138225;51.126599;51.135949;51.137532;51.134020;51.133525;51.139016;51.142380
51.799087;51.796317;51.797851;51.794487;51.796465;51.798741;51.803490;51.799483;51.796070;51.805914;51.802600;51.787363;51.796564;51.797801;51.803441;51.799483;51.805815;51.800176;51.799087;51.804925;51.795773;51.805024;51.805172;51.801610;51.798296;51.802699;51.792607;51.799384;51.791617;51.798494;51.799978;51.794734;51.798395;51.802253;51.803935;51.809278;51.805024;51.803787;51.800275;51.806260;51.807547;51.803292;51.809080;51.797306;51.805073;51.809377;51.805766;51.805766;51.809822;51.809229
52.472861;52.470091;52.470932;52.470141;52.470388;52.470240;52.477660;52.472713;52.468261;52.480974;52.476374;52.462522;52.473702;52.472664;52.477363;52.473851;52.482013;52.472861;52.476473;52.478996;52.473653;52.479243;52.480183;52.474791;52.473010;52.477215;52.468013;52.472812;52.464254;52.474445;52.473505;52.466381;52.470883;52.474741;52.477215;52.478897;52.476473;52.477710;52.474791;52.478996;52.481024;52.477611;52.480826;52.469201;52.477264;52.481073;52.476572;52.479738;52.482261;52.479738
53.151929;53.148021;53.149554;53.149109;53.147130;53.145993;53.153660;53.148961;53.144113;53.155886;53.153710;53.140749;53.151731;53.147031;53.154402;53.151187;53.160487;53.147477;53.155392;53.153908;53.149554;53.153413;53.156035;53.152819;53.150692;53.155540;53.145201;53.150544;53.140056;53.151533;53.151137;53.144509;53.147477;53.151088;53.154155;53.157123;53.154402;53.154848;53.153908;53.155738;53.159250;53.154600;53.158014;53.146289;53.153364;53.159349;53.155243;53.156381;53.159102;53.153215
53.827929;53.822537;53.824269;53.825011;53.823477;53.819717;53.828770;53.824615;53.821004;53.833816;53.832332;53.820707;53.831194;53.821993;53.832777;53.829760;53.837576;53.823724;53.833668;53.830403;53.826544;53.827731;53.830848;53.828869;53.825357;53.831837;53.820459;53.826396;53.818530;53.828078;53.824170;53.820163;53.822438;53.826594;53.827039;53.834459;53.829364;53.830947;53.829413;53.831046;53.834459;53.831738;53.833074;53.823230;53.828473;53.833915;53.832431;53.833519;53.834212;53.827979
54.497004;54.491018;54.493195;54.493838;54.490573;54.486417;54.495718;54.491414;54.488000;54.501555;54.499329;54.491463;54.501308;54.489386;54.498884;54.498340;54.505710;54.493640;54.502742;54.499675;54.497944;54.495965;54.501060;54.501060;54.496658;54.502347;54.493046;54.499230;54.489781;54.501209;54.496658;54.491562;54.491958;54.497647;54.498438;54.502990;54.501753;54.502841;54.500269;54.503138;54.505809;54.503188;54.503682;54.495767;54.499477;54.501951;54.502643;54.504375;54.502990;54.495718
55.157223;55.150941;55.154305;55.155047;55.150446;55.145895;55.155789;55.151930;55.148368;55.161230;55.161033;55.154255;55.162467;55.147330;55.159450;55.157669;55.164941;55.153662;55.164792;55.159598;55.158955;55.153414;55.156382;55.159944;55.156679;55.158213;55.151980;55.158312;55.151881;55.159103;55.155690;55.152623;55.152079;55.159400;55.156481;55.163852;55.160488;55.162813;55.160291;55.164199;55.165237;55.162863;55.164446;55.157916;55.158114;55.160637;55.163852;55.164990;55.164396;55.155838
55.825111;55.816305;55.819669;55.821104;55.816651;55.811160;55.823132;55.817492;55.815415;55.825902;55.827832;55.822934;55.830354;55.812892;55.824220;55.823627;55.830948;55.822885;55.832284;55.825902;55.825457;55.818482;55.822835;55.827733;55.822786;55.825012;55.817344;55.825210;55.818086;55.825556;55.819817;55.818086;55.815909;55.823280;55.818432;55.830453;55.824814;55.826694;55.824072;55.827485;55.828029;55.828128;55.826991;55.824468;55.822242;55.821351;55.829167;55.828178;55.824220;55.816553
56.494828;56.488991;56.489980;56.493938;56.488051;56.484143;56.492949;56.488991;56.488694;56.497302;56.498390;56.494383;56.501507;56.482659;56.492850;56.491712;56.497401;56.491563;56.501952;56.495818;56.494828;56.487210;56.491019;56.497945;56.494631;56.493641;56.488694;56.496857;56.489881;56.497252;56.492256;56.491563;56.489090;56.494631;56.488496;56.500715;56.495125;56.496362;56.493443;56.497747;56.498588;56.496263;56.497747;56.496065;56.493146;56.490129;56.497252;56.498044;56.490871;56.485825
57.166574;57.159451;57.160737;57.164793;57.159847;57.155097;57.163952;57.161479;57.159945;57.168306;57.169790;57.167762;57.174143;57.153119;57.163952;57.164200;57.170037;57.165239;57.175083;57.167712;57.165783;57.159055;57.161182;57.171225;57.164843;57.162864;57.159401;57.166475;57.163408;57.166475;57.161380;57.163804;57.162221;57.166475;57.158264;57.171521;57.166624;57.166673;57.162815;57.170037;57.165931;57.166376;57.167514;57.167316;57.160292;57.159550;57.168652;57.169493;57.160836;57.156384
57.829267;57.821204;57.823826;57.827289;57.823381;57.820066;57.827091;57.824667;57.824073;57.829218;57.830751;57.829416;57.835451;57.815614;57.824419;57.825903;57.829614;57.829465;57.838815;57.831197;57.826794;57.821204;57.825211;57.833274;57.830999;57.826250;57.824222;57.830257;57.828031;57.828525;57.826299;57.830158;57.828575;57.830108;57.822243;57.836737;57.831988;57.830108;57.824964;57.835154;57.831296;57.830009;57.833126;57.834066;57.825805;57.822144;57.833522;57.833769;57.824123;57.820264
58.482957;58.473805;58.475586;58.478901;58.479692;58.475784;58.480236;58.480335;58.479148;58.483650;58.485183;58.483353;58.489388;58.470985;58.475982;58.480286;58.481028;58.484342;58.490526;58.485678;58.480038;58.473360;58.477812;58.488893;58.482809;58.479346;58.478703;58.482561;58.482314;58.480780;58.479445;58.484738;58.483254;58.484936;58.475586;58.489141;58.484342;58.480038;58.477268;58.486915;58.484738;58.481621;58.485381;58.486173;58.479890;58.475784;58.487459;58.488745;58.477961;58.474992
59.142781;59.133085;59.134569;59.136152;59.139170;59.136201;59.138625;59.140011;59.136201;59.139268;59.141346;59.141346;59.144562;59.128731;59.134173;59.137042;59.137042;59.146145;59.148025;59.141890;59.136993;59.133035;59.136350;59.148371;59.141594;59.137685;59.136053;59.139466;59.142187;59.136795;59.135954;59.142484;59.141989;59.141049;59.132194;59.146491;59.141445;59.136102;59.133035;59.143177;59.137389;59.135212;59.140555;59.142187;59.136844;59.131452;59.142385;59.144215;59.131205;59.130018
59.803545;59.793651;59.795926;59.798795;59.801516;59.799537;59.798993;59.804039;59.800131;59.799834;59.802258;59.802258;59.804039;59.790781;59.793947;59.797113;59.795827;59.806414;59.807601;59.804089;59.794492;59.793453;59.796322;59.805820;59.803198;59.797113;59.797064;59.797410;59.801714;59.794294;59.794739;59.804435;59.804188;59.802258;59.792661;59.806463;59.802308;59.795135;59.790732;59.804386;59.798301;59.794393;59.802555;59.801615;59.796174;59.791820;59.801962;59.804930;59.793106;59.789940
60.461835;60.451199;60.453079;60.454118;60.458966;60.460796;60.455651;60.461587;60.458768;60.458026;60.458916;60.459658;60.460697;60.451941;60.453277;60.454612;60.453771;60.465248;60.467771;60.461043;60.452089;60.453326;60.459361;60.462874;60.461439;60.455107;60.456344;60.455206;60.459905;60.450457;60.453375;60.462725;60.463022;60.462329;60.451595;60.461983;60.460697;60.451347;60.449319;60.460103;60.456047;60.450160;60.460103;60.457481;60.453029;60.452238;60.461093;60.465298;60.449270;60.449220
61.112804;61.099645;61.103256;61.102910;61.109736;61.111913;61.106175;61.111468;61.107659;61.106224;61.107807;61.107016;61.107857;61.100931;61.102464;61.103256;61.102415;61.114980;61.116415;61.111319;61.101327;61.104641;61.107411;61.111270;61.111072;61.105532;61.106570;61.102811;61.111765;61.100139;61.103256;61.112408;61.113150;61.113595;61.103009;61.112408;61.112804;61.103058;61.101426;61.113001;61.106719;61.101673;61.110874;61.108104;61.105878;61.104839;61.111319;61.116316;61.101722;61.100040
61.749327;61.738889;61.741412;61.740917;61.750069;61.750366;61.743737;61.751355;61.747843;61.744826;61.748635;61.747299;61.746062;61.741758;61.744034;61.742451;61.741165;61.753285;61.753532;61.750267;61.740126;61.745122;61.746161;61.748585;61.751207;61.743440;61.745320;61.740126;61.749970;61.738790;61.740522;61.750712;61.752345;61.752988;61.742253;61.747151;61.751751;61.742154;61.737751;61.751108;61.744974;61.738939;61.750317;61.748536;61.745666;61.745765;61.750960;61.754769;61.741066;61.741313
62.392777;62.381250;62.384812;62.383427;62.392826;62.393667;62.385900;62.394409;62.390353;62.385900;62.390006;62.387187;62.386791;62.383872;62.386692;62.382883;62.382734;62.395052;62.392331;62.391837;62.382932;62.389710;62.388819;62.389264;62.392777;62.384960;62.387929;62.381201;62.393024;62.383130;62.383229;62.390105;62.394013;62.395497;62.384119;62.386395;62.393024;62.381745;62.380261;62.391194;62.387879;62.382438;62.392084;62.387731;62.384763;62.388720;62.391589;62.394558;62.382635;62.381943
63.036078;63.026827;63.028608;63.028064;63.037760;63.038947;63.031329;63.039442;63.036127;63.030042;63.036276;63.030141;63.030290;63.028509;63.035138;63.027223;63.029102;63.038650;63.037463;63.034643;63.024106;63.032021;63.033060;63.030982;63.038650;63.026876;63.030438;63.023710;63.034148;63.026579;63.027223;63.031329;63.035336;63.038205;63.027074;63.029597;63.035979;63.027717;63.024353;63.035830;63.032961;63.025541;63.035385;63.031279;63.030339;63.035237;63.033753;63.037661;63.026678;63.026134
63.678785;63.671661;63.671612;63.670524;63.678686;63.682495;63.673145;63.682050;63.680319;63.672403;63.678241;63.674283;63.674135;63.674432;63.679725;63.670820;63.672651;63.681357;63.679577;63.678241;63.668347;63.678736;63.675619;63.670919;63.682297;63.671266;63.672948;63.667308;63.678340;63.671315;63.670771;63.675817;63.677548;63.681061;63.669188;63.669831;63.678439;63.670078;63.667704;63.678587;63.674976;63.669534;63.677944;63.675124;63.673294;63.678340;63.675520;63.679032;63.669633;63.668941
64.311598;64.307097;64.307888;64.305959;64.312835;64.316842;64.308284;64.317287;64.314913;64.307641;64.311598;64.307987;64.307789;64.309867;64.315556;64.304970;64.307839;64.316051;64.312341;64.311846;64.301853;64.313577;64.310461;64.305959;64.316595;64.305167;64.307987;64.304079;64.312489;64.310708;64.308333;64.310015;64.311203;64.316842;64.306305;64.306800;64.313676;64.309076;64.305316;64.315952;64.314863;64.308828;64.315061;64.313627;64.311153;64.317040;64.312192;64.313874;64.306553;64.309521
64.935062;64.929571;64.930659;64.930016;64.936645;64.939663;64.933034;64.940553;64.938476;64.933924;64.936695;64.930907;64.934469;64.933974;64.943076;64.930462;64.935359;64.940405;64.936002;64.936992;64.926504;64.938673;64.934172;64.928730;64.943719;64.930412;64.930907;64.927840;64.935112;64.934568;64.932391;64.933083;64.933628;64.941295;64.928285;64.930264;64.936695;64.936596;64.930066;64.940405;64.938624;64.934320;64.936992;64.937635;64.934320;64.941691;64.936497;64.936348;64.930264;64.935606
65.563671;65.560356;65.562335;65.561494;65.564512;65.568964;65.561939;65.570695;65.567925;65.564017;65.565996;65.561643;65.565501;65.563275;65.572823;65.561049;65.564215;65.568618;65.562385;65.566144;65.555360;65.566886;65.562731;65.555657;65.574257;65.558279;65.559911;65.559169;65.564957;65.564363;65.562038;65.563671;65.561445;65.567975;65.556498;65.557636;65.563176;65.567579;65.558823;65.569112;65.567777;65.565551;65.567430;65.567381;65.563176;65.569756;65.562582;65.562731;65.557289;65.561148
